word,meaning,dailyKey
ficar,"v. i. a) (permanecer) kutshámá; kuku-meka v. i. b) (sobrar) kusálá v. i. c) (ser o último de muitos) kusálélá v. i. d) (amigar-se) kuhanya v. i. || [ficar até ao pôr do sol]: kupélísá, kupétá jámbu, kuchónísa v. i. [of. anoitecer]. || [ficar até ao amanhecer]: kupílá, kuxísá v. i. [cf. amanhecer].",20251231
aproximar,"v. t. a) (pôr-se próximo de) kutshinekela, kutshindzekela v. t. Ex.: Aproximou o inimigo com cautela. Átshinékélé nalá hí kutivónélá. b) (fazer chegar perto de) kutshineta | kutshuneta, kutshindzeta | kutshundzeta v. caus. Ex.: aproximar a cadeira à mesa kutshineta xitshámú ká méza. 2. v. pron. (aproximar-se) kutshinela kutshunela, kutshinekela kutshunekela, kutshindzekela | kutshundzekela v. i.",20260101
comparar,"v. t. kufánísá, kuringanisa, kupimanisa, kuringanyeta v caus.",20260102
destacar,"v. t. a) (separar) kuyavukanyisa, kuyáhlúla, kutsavuxa v. caus. b) (fazer sobressair) kutlakusa, kuhúmélélísa, kudlúnyátá v caus. c) (enviar parte da tropa) kurhúmélá (xíkwáta) v. t. 2. v. pron. a) kuyáhlúká, kutsavuka v. i. b) kutlakuka, kuhúméléla v. i.",20260103
amar,v. t. kurhándzá; kulává v. t.,20260104
medir,"v. t. a) (avaliar a extensão, medida, ou grandeza de) kupima v. t.. b) (olhar uma pessoa insistentemente, em sinal de provocação ou para formar juízo sobre ela) kupima, kupeza, kuringa v. t., kusayiza v. t. (1) size. || [medir o comprimento]: kuthepa v. t.. || [medir, avaliar o peso]: kukala v. t., kupeza v. t. (P) pesar.",20260105
paz,"s. f. kurhula (ku), vukhwatsi (vu). || [estar em paz]: kurhula v. i.",20260106
viajar,"1. v. i. a) (fazer viagem ou viagens) kuyendza; kuvhákáchá v. i. || [viajar de noite]: kukitsa v. i. b) (estar sob a influência de droga(s) que causa(m) alucinação ou alucinações) kuyendza v. i., kuvhiyaxjara v. i., kudakwa v. i. 2. v. t. (Moç.) (embaraçar, troçar) kuvhiyaxjara, kufényá mpandla v. t.",20260107
buscar,"v. t. a) (procurar) kulává; kulávétéla v. t. || (procurar com os olhos) kuválángá v. t. b) (apanhar, pegar) kuteka v. t.",20260108
justificar,"v. t. a) (demonstrar ou provar a inocência de) kurhúlá nandzú; kutíyísá vukálánandzú v. t. b) (tornar justo; reabilitar) kuyendla mululami, kukhupa v. t. c) (legitimar, desculpar) kusékétéla v. t. d) (demonstrar, provar) kuhlamusela v. t. e) (fazer passar do pecado à graça) kuhlampsa svijóhó, kubasisa svijóhó v. t. 2. v. pron. (provar a sua inocência ou a boa razão de seu procedimento) kutihlámpsá, kutikhúpá, kutibasísa v. pron.",20260109
estrela,"s. f. (astro) nyéleti (yi-ti). || [cada uma das estrelas da constelação das Pleiades]: xirimela (xi-svi). || [estrela cadente]: nyéletítinhláhlé (yi-ti). [cf. meteoro]. 2. s. 2 g. (por exemplo, o artista, o desportista) nsíni (yi-ti).",20260110
distinguir,"v. t. a) (contrastar, diferenciar) kuhámbánísa | kuhámbányísa, kusíyánísa, kukhétékísa v. caus. b) (pôr em evidência) kutlakusa, kukúlísá v. caus., kubumabumela, kuthéméndéla, kudzunisa v. t. 2. v. i. (ser diferente; distinguir-se) kuhámbáná, kusiyána v. rec. 3. v. pron. a) (distinguir-se) kuhúméléla v. i. b) (tornar-se o ás) kuha-za, kutsémá xívángu v. i.",20260111
relacionar,"v. t. a) (estabelecer relação (entre coisas diferentes) kuyelanisa, kufámbélánísa v. caus. b) (pôr em lista) kulongoloxa, kuxaxameta; kutsálísá t.",20260112
respeitar,"ut. a) kuxixima, kuchává v. t., kuhlóníphá v. t. (Z) ukuhlonipha. b) (dizer respeito) kuyelana, kufámbélána v rec., kulumba v. t.",20260113
explorar,"v. t. a) (percorrer estudando, procurando) kuválángá v. t. b) (sondar, perscrutar) kurhálárhála, kulangútísísa v. t. c) (pesquisar, observar, estudar) kuxópáxópa v. t. d) (tirar partido ou proveito de; fazer produzir; desenvolver (um negócio ou indústria)) kubindzula v. t. e) (tirar partido ou proveito de parentesco, amizade, relações com; sugar) kuxolola v. t. f) (abusar da boa-fé, da ingenuidade ou da ignorância de; enganar) kuxísá, kuxenga v. t.",20260114
atingir,"v. t. a) (alcançar, tocar) kukumela, kufikela, kuchikela v. t. b) (conseguir) kukuma v. t. c) (chegar a; alcançar) kufika v. i. d) (afectar; tocar) kukhumba, kuhenya v. t. e) (abranger, incluir) kuyaneta kuyeneta, kuyangamela, kukátsá, kupátsá v. t., kuhlanganisa | kutlhanganisa v. caus. f) (acertar, ferindo) kubá, kukhumba v. t. 2. v. i. (alcançar intelectualmente; aprender) kukuma, kutwísísá, kujóndzá v. t.",20260115
enviar,"v. t. kurhúmélá v. t. || [enviar pelos correios]: kupósá, kupósítá v. t. (1) post.",20260116
amigo,"s. m. a) munghanu, nakúlo- (mu-va). Ex.: meu/nosso amigo nakúlorhi Ex.: teu/vosso amigo nakúloni Ex.: seu (dele(s)) amigo nakúlobze. b) (amante) munghanu (mu-va). 2. interj. nandzúwe, sáwe, sáwená, chomí, mufówethú, mupfówethú, nakúlorhi, bulúlu (mu-va). (entre homens) Ex.: Ó, amigo, chega aqui. Hé nandzúwe, tána la. || wákámani (mu-va) (entre mulheres).",20260117
olhar,"1. v. t. a) kulanguta, kucuvuka, kubuka v. t.. || [olhar de relance ou de soslaio]: kucinga v. t.. || [olhar de relance para trás]: kucíngela v. t.. || [olhar com ternura]: kuxoka v. t.. || [olhar com apreensão; olhar com inveja]: kuxondzolota v. t.. || [olhar com desconfiança]: kusvora v. t.. || [olhar, usando binóculos, lupa ou luneta]: kupompola v. t.. b) (vigiar) kuvonelela, kucuvukela, kugada, kulangutela v. t., kubasopa v. t. (H) passop. 2. s. m. kulanguta (ku), malangutela, mahlu (ma). || [olhar desconfiado]: masvori (ma). || [olhar furioso]: mahlu ya ngati (ma).",20260118
revisar,"v. t. (rever (um texto)) kukámbísísa, kuxópáxópa, kuhlela, kukhédzélá v. t. (ext.) [cf. peneirar].",20260119
esperar,"v. t. kurindza v. t., kurindzela v. apl. || [esperar de pé]: kuyímélá | kunyímélá v. apl. || [esperar sentado]: kutshámélá v. apl. || [esperar por algo que demora, como a água que emana de um poço]: kudzúmbélá v. apl. b) (ter esperança) kulángútéla; kutshémbá v. t.",20260120
iniciar,"v. t. kusúngúlá | kusángúlá; kupfula, kutumbuluxa, kuvanga v. t.",20260121
enfrentar,"v. t. kukóngómá, kuqondha, kutíyélá v. t., kurhwálá v. t. (fig.) [cf. carregar].",20260122
aprovar,"v. t. a) kuyamukela v. t. b) (concordar com) kukhensa v. t., kupásísá v. caus. (P) passar.",20260123
organizar,"v. t. kululamisela, kulunghisela, kukoroketa v. t., kuhlanganyeta v. t. (fig.) [cf. espevitar].",20260124
planta,"s. f. a) ximilwá (xi-svi). || [planta parasita]: phákama (ri-ma), xihákama (xi-svi). || [planta nova e frágil]: dakányela (ri-ma). b) (planta do pé) nkóndzó (mu-mi), vukándzíyo (vu). c) (Arquit.) plánta (ri-ma). (P).",20260125
interessar,"v. t. kurhómá, kuhita v. t. 2. v. i. (ser necessário; convir) kufánélá v. i. 3. v. pron. a) (interessar-se) kurhómíwá kurhón'wá v. pass. kukhátálá v. i. b) (interessar-se por) kukhátáléla v. apl., kulondzisa, kukaxa, kunaka v. t.",20260126
transportar,"1. v. t. a) (conduzir ou levar de um lugar para outro) kufámbísá v. caus., kutlékétlá, kuthúthá; kutéká v. t.. || [transportar à cabeça]: kurhwálá v. t.. || [transportar muitas coisas nos braços]: kutlámárhéla | kutlémérhéla v. t.. || [transportar uma carga muito pesada, dando passos curtos]: kupíngápínga v. t.. || [transportar (uma carga presa ou suspensa na ponta de um pau apoiado sobre o ombro)]: kupíngá v. t.. || [transportar aos ombros]: kupákátsá v. t.. || [transportar às costas]: kuveleka | kub'eleka, kubebula v. t.. || [transportar à boleia num automóvel]: kutéká, kukhwélísá v. t.. || [transportar à boleia numa bicicleta ou motorizada]: kubáká v. t. . b) (extasiar, enlevar) kurhombisa, kunyanyula, kunyawukisa v. caus. . c) (transcrever ou ler (trecho ou peça musical) em tom diferente do tom original, elevando ou baixando todas as notas ao mesmo intervalo existente entre as duas tónicas) kucinca nóta v. t.. 2. v. pron. a) (passar de um lugar para outro; transferir-se) kufámbá v. i. . b) (ficar entusiasmado, extasiar-se) kurhomba, kunyanyuka, kunyawukeliwa v. i.",20260127
aparecer,"v. i. a) kuhúméléla, kuvónéká v. i. b) (provir) kutumbuluka, kudavuka v. neutr. pass. Ex.: Os seres humanos apareceram de uma cana. Vanhu vádavúke hí le rihlangeni c) (despontar. Diz-se do sol.) kuxa v i.",20260128
indicar,"v. t. a) (apontar) kukómbétá, kuxungameta v. t. b) (mostrar) kukómbá v. t. || [indicar, por exemplo, o caminho a alguém]: kuleleta | kuleleza v. t. c) (dar a conhecer; nomear) kuvúlá, kuvíta v. t.",20260129
duplicar,"v. t. (aumentar com outro tanto, usar, servir-se de mais tantos) kuban'qa v. t. Ex.: usar dois cobertores kuban'qa mibalú mímbirhi.",20260130
riso,s. m. mahleko (ma).,20260131
poesia,"s. f. a) (arte de escrever em verso) vuphátú, vuthókózélo, vutlhókóvétséli (vu). b) (composição poética) xiphátú, xithókózélo, xitlhókóvétsélo (xi-svi).",20260201
desafiar,"v. t. kuntlhontlha; kukóngóma, kupfúka, kuqálá v. t.",20260202
ganhar,"v. t. a) (adquirir, obter) kukuma v. t. || [ganhar aguadilha (por exemplo, as papas quando arrefecem ou começam a apodrecer)]: kunyeka v. neutr. pass. b) (vencer) kupálá, kupsínxá, kuhlúlá, kubá v. t., kuganya v. t. (P), kuwina v. t. (I) win. c) (lucrar) kubindzula v. t., kuvúyélíwa v. pass., kulukrara v. t. (P) lucrar.",20260203
facilitar,"v. t. kuvévúkísa, kuwólóvísa, kunabzalisa v. caus.",20260204
descobrir,"v. t. a) (destapar) kufúnúkúla | kufúnúngúla v. t. b) (deixar ver; mostrar) kukómbá v. t. c) (encontrar pela primeira vez) kutsúmbúlá v. t. d) (resolver, solver, solucionar; decifrar) kutlhantlha, kuhlamusela v. t. e) (dar com; encontrar, flagrar) kukuma, kukumeta, kugungula, kutsúmbúlá v. t. f) (manifestar, revelar) kukómbísá v. t.",20260205
sentir,"1. v. t. a) kutwá v. t.. Ex.: sentir frio, sentir uma dor kutwá xírhamí, kutwá kuvává . b) (ter grande necessidade de) kudada, kudzánádzánéka v. t.. Ex.: sentir grande necessidade de rapé kudada fole. 2. v. pron. kutítwa v. pron.",20260206
abrir,"v. t. a) (descerrar (porta, janela, livro, etc.); desabotoar) kupfula v. t. b) (separar, afastar) kuyáhlúlá v. t. c) (separar as partes juntas ou contíguas) kukéndlúsá v. t. || [abrir as pernas]: (mostrando as partes) kupanyula v. t. (obsc.) d) (fender, furar, mediante incisão, corte, golpe, etc.) kuhandzula, kubóxá, kukhehla v. t. e) (começar; dar por começado ou aberto) kusúngúlá; kukhángúlá, kuqákúlá v. t. || [abrir, por exemplo, uma barra de ferro dobrada em U]: kuyanyula v. t. || [abrir um buraco, um túnel]: kuguba, kucela v. t. || [abrir (um guarda-chuva, um pára-quedas)]: kudlamula v. t. 2. v. i. a) (o céu, depois de nublado) kuxa v. i. b) (Moç.) (sair, ir embora) kubángúlá, kubáróda, kutsémá, kukóká v. i. c) (como por exemplo, os ovos no momento da eclosão do pinto) kutlhórhá, kutlhótlhórhá v. i. 3. v. pron. a) (abrir-se) kupfuleka v. neutr. pass. || [abrir-se, por exemplo, flores e certos frutos]: kubáléká v neutr. pass. b) (separar-se) kuyáhlúká, kukéndlúka v. i.",20260207
educar,"v. t. a) (promover a educação de) kuwundla v. t. b) (transmitir saber a; dar ensino a; instruir) kujóndzísa, kufúndhísá v. t. c) (domesticar, domar) kulétélá v. t.",20260208
querido,1. adj. -á kurhándzéká loc. adj. 2. s. m. murhándziwa (mu-va). || [querida]: (tratamento afectuoso a uma mulher) ton'wá (ri-ma).,20260209
lindo,adj. -á kusaseka loc. adj.,20260210
duvidar,v. t. & i. kukánákána; kukálá kutshémbá; kusándzá v. t. & i.,20260211
sonhar,ut. & i. lórhá v. t. & i.. Ex.: Sonhei com o João. Ndzilórhé João. Ex.: Sonhei que era professor. Ndzilórhe na ndzili mujóndzísi.,20260212
caminho,s. m. a) ndlela (yi-ti). || [caminho a pé posto]: mpfutla (mu-mi). b) (saída) mukhandlu (mu-mi).,20260213
falar,"v. i. kuvúlávúla, kukhúlúma v. i. || [falar alto]: kupólómbá, kukwángúlá, kuhókómútéka, kuhókólóka v. i. || [falar com alguém à distância, gritando]: kulengéléta, kuléngétá v. i. || [falar com alguém que está perto em voz alta]: kuwówórhéka v. i. || [falar com voz estridente]: kucwángúlá, kucwéngá v. i. || [falar com os seus botões, falar de si para si]: kubzélá tsólo (idiom.). [cf. dizer, joelho]. || [falar muito de tal maneira que se não escute o que os outros têm a dizer]: kuphuphurhuka, kubzáká v. i. || [falar agressivamente, sem respeito]: kutlarhula v. i. || [falar por falar]: (falar à toa, sem razão) kuvúlávúléla lómó v. i.",20260214
interpretar,"v. t. a) (explicar, comentar) kuhlamusela | kutlhamuxela v. t. b) (traduzir de uma lingua para outra) kutólóká v. t. (A) tolk. c) (Tea.) (representar) kukómbísa v. t.",20260215
desejar,"v. t. kunavela, kuxuva, kurhándzá, kulává v. t. || [desejar um alimento apetecível que esta à vista]: kudókóléla, kumbilukela v. t. & i.",20260216
calar,"v. t. a) (fazer calar) kumíyétá v caus. b) (não dizer; ocultar) kumíyélá, kufíhlá v. t. || [calar, deixar de dizer qualquer coisa, devido ao medo]: kucívá v. t. 2. v. i. & pron. kumíyélá v. i.",20260217
desenvolver,"v. t. a) kukúlísá, kuhluvula, kuhluvukisa v. caus. b) (desembrulhar) kutlhanthambuta v. t. 2. v. pron. a) kukúlá, kuhluvuka v. i. b) (desembrulhar) kutlhan-tlhambuka v. i.",20260218
rio,"s. m. nambu (mu-mi) (plural: milambu/minambu), combe (ri-ma). || [lugar do rio onde se tira água, se banha e se lava roupa]: combe (ri-ma). || [poção, o lugar mais fundo do rio]: nkotí, nsinga (mu-mi), xiziva (xisvi), dzíngo (ri-ma).",20260219
assumir,"v. t. a) (tomar sobre si ou para si; assumir a responsabilidade de) kuyamukela, kurhwálá v. t., kutiyángúléla v. pron. b) (entrar no exercício de) kutéká v. t. c) (adoptar, exibir) kukómbísá v. t. 2. v. pron. a) (aceitar a própria condição) kutitéká v. pron. b) (declarar-se, reconhecer-se) kutivúlá, kutihláyá v. pron.",20260220
atrasar,"v. t. a) (pôr para trás, fazer recuar) kutlhelisa, kuhlehlisa v. caus. b) (fazer demorar) kuxwétá, kuxwélísá v. caus. c) (adiar) kuthindhekisa v. caus., kudiyara v. t. (P) adiar, kudiyarisa v caus. (P) adiar. 2. v. pron. a) (recuar) kuhlehla v. i. b) (atrasar-se) kuxwela, kuxeliwa v. i. c) (ficar para trás) kusálá, kusálélá v. i.",20260221
influenciar,"v. t. kutlúlétá, kukóká v. t. 2. v. pron. kuyán'wélá, kutékéléla v. i.",20260222
encantar,"v. t. a) (lançar encantamento ou magia sobre; enfeitiçar) kuloya v. t. b) (transformar (pessoa) em outro ser, por artes mágicas; tornar invisível; fazer desaparecer) kusalamusa v. t. c) (seduzir, maravilhar) kukóká, kukhómá (mbilú) v. t. || [encantar com amavios]: kukotsola, kujá mbilú v. t. d) (causar extremo prazer a; deliciar) kudélísá, kukhánísá, kutsakisisisa v. caus.",20260223
melhorar,1. v. t. kuyampsisa v. caus.. 2. v. i. kuyampsa v. i.,20260224
determinar,"v. t. a) (decidir) kutsémá, kubóhá v. t. b) (marcar, assinalar) kufunga v. t. c) (indicar, fixar) kubóhá v. t. Ex.: determinar a data do casamento kubóhá síkú rá múchádu.",20260225
empreender,"v. t. kuyendla, kutirha; kusúngúlá (nténgó, bindzú, nongóso) v. t. [of. empreendimento].",20260226
gente,"s. f. a) (quantidade maior ou menor de pessoas indeterminadas) vanhu (va). b) (o ser humano; homem, pessoa) munhu (mu-va). c) (família ou empregados) njangu (mu-mi), nghámú (yi-ti). d) (habitantes de determinada localidade, região ou país; população) xitshungu (xi-svi), vayákitíkó (va). e) (povo) vanhu (va), tíkó (ri).",20260227
documentar,"v. t. (fundamentar, justificar) kutíyísá v. caus.; kuhlamusela, kusékétéla v. t.",20260228
promover,"v. t. a) (fazer desenvolver) kukúlí-sá, kuhluvukisa, kuyisá máhlwéni, kuyisa phámbení v. caus. b) (impulsionar) kukucetela v. t. c) (provocar, originar) kutumbuluxa v. caus. d) (elevar a (cargo ou categoria superior)) kukhwélísá, kutlakusa v. caus.",20260301
orientar,"1. v. t. a) (determinar a posição de (um lugar) em relação aos pontos cardeais) kukhomisa moya v. caus.. b) (dirigir, guiar) kufambisa, kurhangela, kuthiya v. t.. c) (dar instruções) kulawula; kulerisa, kutshinya v. t.. d) (Moç.) (pop.) (prestar ajuda a, tirar de dificuldades) kupfuna, kupfuneta, kulamulela, kutsutsumela v. t., kuoriyentara, kuxjudara v. t. (P) ajudar, kuhelepa v. t. (1) help. 2. v. pron. (informar-se, inteirar-se) kutiva; kumamela, kuvutisa v. i.",20260302
céu,"s. m. a) (firmamento, abóbada celeste) xibakabaka (xi-svi). b) (atmosfera) mpfhuká (mu-mi). c) (Rel.) tilo (ri-ma), matilweni (ku). d) (fig.) (paraiso) matilweni (ku).",20260303
integrar,"v. t. kuhlanganisa v. caus., kupátsá v. t. 2. v. pron. kutihlángánísa v. pron., kuhlengela v. i.",20260304
chuva,"s. f. mpfílá (yi-ti). || [chuva passageira]: muhahé (mu-mi). || [chuva miudinha prolongada, geralmente depois de uma grande chuvada]: mpfumbí (mu-mi).",20260305
sorrir,"v. i. kub'onyozela, kuhlekelela, kun'wayitela, kurhun'wata v. i.",20260306
escola,"s. f. xíkólo | xikóle, xikóbve (xi-svi). (P).",20260307
cair,"v. i. a) (tombar) kuwa v. i. b) (descer sobre a terra, por exemplo, a chuva) kuna v. i. c) (sucumbir, morrer) kufá v. i. d) (descer, abaixar) kuxika v. i. e) (ser bem aceite; descer bem (geralmente bebida alcoólica)) kuyela v. apl., kuyehla, kungíríméla v. i. f) (diminuir de nível, ou de valor; sofrer redução; baixar, diminuir) kuxika, kupúmbéká v. i. g) (perder a qualidade; tornar-se pior, ou aquém das expectativas) kuwa v. i. h) (apresentar falha ou interrupção no seu sistema de comunicação) kutséméká v. i. i) (ser destituído de poder, cargo, função, etc.) kususiwa, kukhipiwa, kuxixiwa v. pass. j) (ceder em detrimento do dever ou da virtude, ou da honra, entregar-se à prostituição) kuwa v. i. || [cair (a pele, o cabelo)]: kukundzumuka v. neutr. pass || [cair (por exemplo, a pele da serpente que muda)]: kugúvúka v neutr. pass || [cair (o fruto excessivamente maduro e mole)]: kudzana v. i. || [cair (as folhas das árvores no outono)]: kudzudzeka, kuhohloka v. neutr. pass || [cair mal (comida, bebida, remédio)]: kuhámbúlá, kunyényá v. t. || [cair em cascata, em catadupa]: kuwawamuka v. i. || [cair (para dentro de um buraco)]: kuhójóméla v. i. || [cair (para dentro, como uma rolha numa garrafa)]: kundzondzomela v. i. || [cair em si]: kuqavuka v. i.",20260308
brincar,"v. i. a) kutlángá v. i. b) (gracejar) kumpfhava, kutlángá, kubúlá v. i., kutlángísá, kubúlísá v. caus. c) (fazer traves suras. Diz-se das crianças.) kuhuha v. i.",20260309
lamber,"v. t. kunámpsá, kunámpsélá v. t. || [lamber, por exemplo, os dedos depois de comer]: kukómpsá, kulákátsá v. t.",20260310
arrumar,"v. t. a) (colocar em ordem) kuvékétéla, kulungisela v. t., kurumara v. t. (P). || [arrumar em filas]: kuxoxela, kuxaxameta v. t. b) (pôr de lado) kutshika, kuvéka hí tlhélo v. t., kurumara v. t. (P). 2. v. pron. a) (preparar-se) kutilungísa, kutilungíséla | kutilunghisa, kutilunghiséla v. pron. b) (avir-se, arranjar-se) kutivónéla, kutiláyíthéla v. pron.",20260311
